Sign_Order,Sign_Order_Num,Fortune_Level,Palace,Current_Hexagram,Change_Trigger,Changed_Hexagram,Fortune_Category,Five_Elements,Symbol_1,Symbol_2,Symbol_3,Symbol_4,Symbol_5,Poem_Text,Interpretation
第 203 籤,203,中籤,兌宮,歸妹,九二,震,平,金,命,命,命,命,命,門外事重疊，陰人多遇合，賢女雖助巧，渺渺終難洽。,這支籤與佔問者的性別頗有關連，不同性別的佔問者將得到不同類型的答案。首先回答這位先生：若問門外事，陰人重疊而來。傭人便是指女性，說明這一階段裏，你正交上桃花運。而這桃花又屬牆外桃花、與婚姻搭不上界，也可以理解爲婚外戀。而且與你有染的女人還不止一個兩個，在這衆多的女性中，有一個你特別中意，但你終究得不到她。 洽，融洽，結合的意思。這說明你的意願將與結果相違背，難以達成。在衆多的事物中，你會看花了眼，作出錯聲的抉擇。 再來回答這位女士：你只是這位男性衆多追求者中的一員。 他對待你的情意中，水分太多，不可能專一。雖然你相信自己能夠與對方長期融洽，那也只是你的一廂情願。如果再給你一些時間讓你觀察與思考，你便會明白這支籤的準確性。你纔會說：“我真服了它！
第 204 籤,204,下籤,艮宮,大畜,上九,泰,破,土,金,水,木,火,土,事有喜，面有光，終始好商量，壺中日月長。,你爲什麼紅光滿面，精神煥發？那是因爲喜事臨門，好消息接踵而來，什麼凶煞都被衝得精光。別人有難處，此時求你，你都好說話。你有難處，此時求人，同樣也好商量。這件事情，它的美好結局，多靠語言方面的力員，是一件磨嘴皮的事情，壺中日月長的含義，包括請客、送禮、求人搭白松口。酒、油、飲料，甚至帶有液體性質的化妝品，液化氣等等都會派上用場。這一點也許會出乎你的意料。 能夠幫助你的人很多，其中以姓氏中帶有三點水的人，更爲得力。對方的性格比較柔和，感受到你的誠意，又經不起你的一再蘑菇，會要爲你出頭說話，維護你的利益。這樣，你的所有困難就會一一破解了。你千萬不要開罪於她(他)，因爲此人的意念，往往是關鍵性的，弄擰了的話，就會徹底失敗。
第 205 籤,205,下籤,巽宮,蠱,九二,艮,破,木,火,土,金,水,木,暗去有明來，憂心事可諧，終須成一笑，目下莫疑猜。,蹊蹺得很！此物暗中不翼而飛，如今下落不明，調查無從着手。因爲一點線索也沒有。但神籤告訴我們，此物仍會失而復得，暗中去了會從明路歸來。令人擔憂的事終究會得到平和的結局，此物本身也不會受到傷害和破壞。最後的笑是屬於我們的，只是眼下在沒有充分證據的情況下，大家不要胡亂猜疑也不要憑客觀想象去推理。 若人口走失，也是暫時現象，兩日內當有消息或被人送回。 人也較安全，並不是被人綁票，你不必組心。 物件的丟失，卻與盜案有關，並非精心策劃，圖謀已久之作，實乃順手牽羊。在茫無頭緒之中宜先報警，三日內此物即追回，如另有人送回此物，不願留下姓名，不要窮追。 生意方面的佔問，也是這樣，看似死貸、呆貨，但不用幾日功夫，便可變活，除投資得以收回後，還能賺回一筆。
第 206 籤,206,中籤,艮宮,艮,上九,謙,平,土,命,命,命,命,命,寶鏡無塵染，金貂剪裁，也逢天意合，終不惹塵埃。,這是一條與婚姻頗有關連的籤，回答所有可以類比的提問。寶鏡纖塵不染，放出光華，人有團圓之象，相逢之喜。人影久未相隨，只因分離太久，幫一度寶鏡蒙塵，人形不夠光彩。今將得以重逢，吉樣之兆。金韶服飾，豪華名貴，常被當作饋贈禮品和聘物。金額已裁，婚禮可期。 此良緣之相。此姻緣正合天意，任何風言風語、所有芥蒂麻煩都會如小小塵埃一樣，無足輕重，被喜訊衝得一乾二淨。 婚前身體上的小毛病，在婚後都能得以康復。健康來自美好的婚姻，安定也來自於良緣的締結。 此回姻緣，屬金水相逢，可謂相得益彰。但夫婦婚後不宜往西方蜜月旅行，最好能安坐家中，享受天倫之樂。但東南方無大礙、三百里內，七日內在返尚可，亦不可久留。切記，切記。
第 207 籤,207,中上籤,坤宮,臨,九二,復,持平,土,木,金,火,水,土,和合事，笑談成，喜音在半程，平步踏青去。,在一種輕鬆、愉快的氣氛下，以交談的方式達成了結合的局叨。誰說沒有一見如故，一見鍾情的愛情呢？這還僅僅只是美好的第一步，隨着時間的推移，喜訊將會一條條傳來。到了半途的時候，這裏奏出了一段最佳最美的旋律。 累累成果結滿枝頭，事業可以達到最高峯，也是一生中最爲得意的時刻。 這可以理解爲生育、生息、創造物、研究成果、高額利潤、健康、獲得位設等等，但籤中並沒有明確指出的是這次美好的結合，並不能永恆。分合自有緣分主宰，雖然其中一方痛不欲生，卻也無可奈何，只得隨緣罷了。此事令人遺憾，只好忍心如實相得籤者應在正月間避免歡場遊樂。參加各種宴會。也應以不醉爲度，儘量剋制自己、仔細勸酒添杯者那雙眼與手。連續注視十秒，億起今日之簽定能有些省悟。
第 208 籤,208,中上籤,坤宮,坤,上六,剝,持平,土,木,金,火,水,土,花殘月缺，鏡破釵分，休來休往，事始安寧。,分離已成定局，本該各自揮手告別，踏上新的人生之旅。但情緣未了，藕斷絲連，仍有往來，此大錯特錯。 “舊的不去，新的不來”。所有煩惱、阻滯、不安部來自於此。 你該振作起來，極轉乾坤，調正陰陽，化被動之局爲主動，把握好自己的新方位，不可偏離航向。 缺月殘花破鏡釵，要來何用？斑痕累累，不能恢復勉強粘合，裂痕猶存，不如棄之，掉頭而去，方纔省心。 情爲何物？誰人道得清，說得明？只要自己認認真真去作追求，人間處處有真情。 結論是休來休往，這也不難做到，只要痛下決心，一刀兩斷便是。這樣，所有不安定的成分，都可以消除，你新的生命，便從今日開始了。 說來容易做來難。不過，道理可是如此，不由你不服。
第 209 籤,209,中籤,坎宮,豐,六五,革,平,水,命,命,命,命,命,門外好音來，生涯應有慶，名利有更遷，雁行終折陣。,改變命運的佳音，就要敲開你的大門。決定你命運的主要因素“水”，將要揮發乾淨，接着而來的“木”運，會給你帶來名和利兩方面的變遷，那種沉悶的格局、終於被打破，不是值得慶賀的嗎？ 這種好消息，不是靠你自己去尋找來的。而是它自動找上門來，也可說是慕名而來，你一定要把握好這種性質上的區別。 換言之，你客他主的消息就不一定是好消息，只有你主仲客，纔是正宗。 但在這個新運程的十年間，你也會有個大遺憾，那便是“雁行終折陣”。雁行，對成了家的人來說，便是夫妻，有不能共到頭的徵兆，對末成朱者來說，便是兄弟妹妹，有手足折損之難，所以，你要以十二萬分的愛心對待他(她)們，以免將來有後悔的一日，果有此日，你也要節哀順變，理解天意難違。
第 210 籤,210,中上籤,乾宮,晉,六五,否,持平,金,火,水,土,木,金,萬里好江山，風沙盡日閒，已吞鉤上餌，何必遇波瀾。,此次營謀的事情，將分兩個階段進行。第一階段便是動中求利，第二個階段剛好相反：靜守得魚。下面分別進行破譯。第一階段，也可以說是準備階段。這一階段來來往往要跑好多路，跋山涉水，齊頭並進，但沒有明顯的效益。前期的工程似乎都是空的，在務虛，主要因爲它的效用在後期纔會顯露出來。這一時期中，一條不確切的信息，甚至要讓你跑上一陣子，結果並沒有一點兒收穫。所以白跑的事情還是會有的。 第二階段你吸取了教訓，不再跑咆巔巔，另一個主要原因是人家找上了你。你由客位變成了主客，這樣便形成了一個願者上鉤、坐收漁利的局面。第一個階段中那個主要依賴對象，那個姓氏中帶有三點水旁的人他的作用在第二階段就顯得很一般，甚至是可有可無的了，你當然用不着完完全全地依賴於他，讓他牽着你的鼻子走。這樣被動之局就打破了，一切使朝着有利的方向發展。
第 211 籤,211,中下籤,乾宮,不雅,六三,漸,平破,金,水,木,火,土,金,雙燕銜書舞，指日一齊來，寂寞隨留客，從茲下釣臺。,亦因故羈留外地，不可能回到故鄉去。心中有很多的怨氣，加上人地兩生，你又不善交際，所以非常寂寞，非常想家。這樣的日子不知要拖到什麼時候？要是什麼都不顧，收拾行李一走了之，那未嘗不可，但要辦的事情還未了，又不允許你這佯離開，回去也不好交代、當然不能以這種方式下臺。正在這樣一個尷尬難奈的時刻，將有兩位女士，隨身攜帶着一份重要的文件，來到你身旁。從某種角度來說，甚至是直奔你而來。她們帶來的這份文件，內容是關於命令、任命或信息或合同書或簡介或表格。反正你一眼就能看出與你密切相關。你相機行事就是。 總之，她們的到來，起到了關鍵的作用。你可以高高興興，輕鬆暢快的轉回程。 你不要錯過了與這兩位女士見面的大好時機：初五、十三、十八、或甘五這四天中，一個萬里無雲的晴天。
第 212 籤,212,中上籤,離宮,渙,六三,巽,持平,火,水,土,木,金,火,望着幾重山，高深漸可攀，舉頭天上看，明月出人間。,面對關山重重，你卻不畏艱難險阻，勇敢地去攀登，是值得肯定的，面對那些高深的道理(險峯)，用緩慢的步伐，循序漸進，一步一個臺階，是可以通曉(到達)的。攀山畢竟算是容易，比起摘月來，那根本就不算一回事，因爲在峯頂你舉頭望月，心裏又有更高的追求。你追求知識的慾望沒有止境，同樣，學術本身也是無窮盡的。 不同的人生階段，就會有不同的追求目標。不能用“這山望到那山高”的觀念去評價你，因爲你本身沒有錯，但每個人的能量、每個人的福分卻是有限度的。 月在上，山在下，上坎下艮，組成的卦名叫“蒙”。蒙的意思簡而言之就是矇昧教化的關係，也可理解爲啓蒙期的初學者。 以你現在的基礎，從新開始學習一門新的學問，技能。將會達到理想的頂峯，至少這門新技術將使你的人生不再被動。
第 213 籤,213,中籤,坎宮,節,六四,兌,平,水,命,命,命,命,命,用之則行，舍之則藏，一騎出重關，佳音咫尺間。,“用之則行，舍之則藏”。這句成語出自孔子《論語·述而》意思是指如被任用就出仕做官，不被任用的話，就退隱，藏身在民間當隱士。這是儒家根據易經推衍出的一種進退之道。幾千年來，古代的學人都是遵循着這條準則。你也藏得太久了，該要受到重用的肘候到來了。不然，這樣下去，你將終生被埋沒，這實在是一種人才的浪費。 你單獨一人，離開你的隱居地，來到相鄰的另一縣的地界，便可以得到用武之地的好消息，至於向何方發展，這一點留給你自己思索、抉擇。 總之，你不能再死守在原地，應當出行應當挪動一下。這樣，你就來到了人生一個大的轉折點上。 想一想，附近有沒有值得你去的地方？有沒有可投奔的親人、同窗、好友？
